"Key","EN","CATEGORY","SUBCATEGORY"
"NBodyOptions.AcceptPositionOnlyBasedAcceleration","Accept position only based starting acceleration","PROPERTY",""
"NBodyOptions.FrictionFragmentationEnabled","Control if drag force fragmentation should be enabled","PROPERTY",""
"NBodyOptions.RocheFragmentationEnabled","Control if tidal fragmentation should be enabled","PROPERTY",""
"NBodyOptions.RocheLimitMinimalRadius","Roche limit minimal radius","PROPERTY",""
"NBodyOptions.RocheHelperAccelerationFraction","Roche helper acceleration fraction","PROPERTY",""
"NBodyOptions.RocheLobeLossFactor","Roche lobe loss factor","PROPERTY",""
"NBodyOptions.RocheMaximalFragmentMassRatio","Roche maximal fragment mass ratio","PROPERTY",""
"AmbiencePreset.BackgroundRotation","Rotation Z","PROPERTY",""
"AmbiencePreset.BackgroundRotationX","Rotation X","PROPERTY",""
"AmbiencePreset.BackgroundRotationY","Rotation X","PROPERTY",""
"ArrangeSetup.NumberOfParticles","Number of Particles","PROPERTY",""
"ArrangeSetup.NumberOfBodies","Number of Bodies","PROPERTY",""
"ArrangeSetup.Density","Density","PROPERTY",""
"ArrangeSetup.Spacing","Spacing","PROPERTY",""
"ArrangeSetup.Shape","Shape","PROPERTY",""
"ArrangeSetup.Revolutions","Spiral Revolutions","PROPERTY",""
"ArrangeSetup.SpiralType","Spiral Type","PROPERTY",""
"ArrangeSetup.VogelAngle","Vogel Angle","PROPERTY",""
"ArrangeSetup.Inner","Inner Radius","PROPERTY",""
"ArrangeSetup.Outer","Outer Radius","PROPERTY",""
"ArrangeSetup.Height","Height","PROPERTY",""
"ArrangeSetup.PlaneAlignment","Plane Alignment","PROPERTY",""
"ArrangeSetup.TotalMass","Total Mass","PROPERTY",""
"ArrangeSetup.RingUnits","Size Units","PROPERTY",""
"ArrangeSetup.Motion","Motion","PROPERTY",""
"ArrangeSetup.Velocity","Velocity","PROPERTY",""
"ArrangeSetup.VelocityRangeMin","Velocity Range Min","PROPERTY",""
"ArrangeSetup.VelocityRangeMax","Velocity Range Max","PROPERTY",""
"ArrangeSetup.AutoBounds","Auto Bounds","PROPERTY",""
"ArrangeSetup.RemoveUnstableResonances","Show Ring Gaps","PROPERTY",""
"ArrangeSetup.UsePlanetoids","Bodies instead of Particles","PROPERTY",""
"ArrangeSetup.UseParentMass","Mass = Parent/Count","PROPERTY",""
"ArrangeSetup.BodyName","Body Name","PROPERTY",""
"ViewSetup.ResetCamera","Reset Camera","PROPERTY",""
"ChaoticOrbitPreset.AMass","Mass","PROPERTY",""
"ChaoticOrbitPreset.BMass","Mass","PROPERTY",""
"ChaoticOrbitPreset.SunMass","Mass","PROPERTY",""
"ChaoticOrbitPreset.TimeStepMode","Time Step Mode","PROPERTY",""
"ChoreographyPreset.BodyA","Body","PROPERTY",""
"ChoreographyPreset.Integrator","Integrator","PROPERTY",""
"ChoreographyPreset.Accuracy","Accuracy","PROPERTY",""
"ChoreographyPreset.SeparationInRadii","Separation in Radii","PROPERTY",""
"ChoreographyPreset.PerturbPosInRadii","Perturb Pos in Radii","PROPERTY",""
"ChoreographyPreset.RandomizeMass","Randomize Mass","PROPERTY",""
"ChoreographyPreset.GroupVelocityUpScale","Upward Velocity Scale","PROPERTY",""
"ChoreographyPreset.MakePulsars","Make All Bodies Pulsars","PROPERTY",""
"ChoreographyPreset.ResetCamera","Reset Camera","PROPERTY",""
"ChoreographyPreset.TrailLength","Trail Length","PROPERTY",""
"ChoreographyPreset.EnableCollisions","Detect Collisions","PROPERTY",""
"ChoreographyPreset.EnableFragments","Create Fragments","PROPERTY",""
"ChoreographyPreset.EnableCollisionFragments","Collision Fragmentation","PROPERTY",""
"ChoreographyPreset.EnableTotalBodyFragmentation","Total Body Fragmentation","PROPERTY",""
"ChoreographyPreset.EnableRocheFragmentation","Roche Fragmentation","PROPERTY",""
"ChoreographyPreset.EnableSurfaceFragmentation","Friction Fragmentation","PROPERTY",""
"ChoreographyPreset.JeansEscapeEnabled","Jeans Escape","PROPERTY",""
"ChoreographyPreset.TidalHeating","Tidal Heating","PROPERTY",""
"CollisionPreset.BodyA","Body A","PROPERTY",""
"CollisionPreset.RotationPeriodA","Rotation Period","PROPERTY",""
"CollisionPreset.BodyB","Body B","PROPERTY",""
"CollisionPreset.RotationPeriodB","Rotation Period","PROPERTY",""
"CollisionPreset.ColliderCount","Collider Count","PROPERTY",""
"CollisionPreset.Speed","Velocity","PROPERTY",""
"CollisionPreset.RealTimeSecBeforeCollision","Sec Before Collision (real time)","PROPERTY",""
"CollisionPreset.PosOffsetHofB","Pos H Offset in Rad A","PROPERTY",""
"CollisionPreset.PosOffsetVofB","Pos V Offset in Rad A","PROPERTY",""
"CollisionPreset.AngleH","Angle H","PROPERTY",""
"CollisionPreset.AngleV","Angle V","PROPERTY",""
"CollisionPreset.TimeBetweenColliders","Time Between Colliders","PROPERTY",""
"CollisionPreset.CollisionGroupCount","A + B Groups","PROPERTY",""
"CollisionPreset.TimeOffsetEachGroup","Time Offset Each Group","PROPERTY",""
"CollisionPreset.CollisionImportance","Collision Resolution","PROPERTY",""
"CollisionPreset.GroupVelocityX","Velocity X","PROPERTY",""
"CollisionPreset.GroupVelocityY","Velocity Y","PROPERTY",""
"CollisionPreset.GroupVelocityZ","Velocity Z","PROPERTY",""
"CollisionPreset.Rate","Time Step Rate","PROPERTY",""
"CollisionPreset.TimeStepMode","Time Step Mode","PROPERTY",""
"CollisionPreset.InitializeClimate","Initialize Climate","PROPERTY",""
"CollisionPreset.ResetCamera","Reset Camera","PROPERTY",""
"CollisionPreset.CameraDistanceInRadiusofA","Camera Distance in Radius of A","PROPERTY",""
"EncounterPreset.Seed","Random Seed","PROPERTY",""
"EncounterPreset.InitDate","Date","PROPERTY",""
"EncounterPreset.DateMeaning","Date Meaning","PROPERTY",""
"EncounterPreset.TimeStepMode","Time Step Mode","PROPERTY",""
"EncounterPreset.RogueBody","Rogue Body","PROPERTY",""
"EncounterPreset.IncludeRogueBody","Include Rogue Body","PROPERTY",""
"EncounterPreset.Mass","Body Mass","PROPERTY",""
"EncounterPreset.OverrideMass","Use Different Mass","PROPERTY",""
"EncounterPreset.Speed","Velocity","PROPERTY",""
"EncounterPreset.AngleH","Angle H","PROPERTY",""
"EncounterPreset.AngleV","Angle V","PROPERTY",""
"EncounterPreset.TargetName","Aim Target","PROPERTY",""
"EncounterPreset.AimPointX","Aim Point X Offset","PROPERTY",""
"EncounterPreset.AimPointY","Aim Point Y Offset","PROPERTY",""
"EncounterPreset.Distance","Distance from Aim Point","PROPERTY",""
"EncounterPreset.AsteroidsAndDwarfOptions","Asteroids & Dwarfs","PROPERTY",""
"EncounterPreset.MoonOptions","Moons","PROPERTY",""
"EncounterPreset.RingOptions","Rings","PROPERTY",""
"EncounterPreset.ResetCamera","Reset Camera","PROPERTY",""
"GalaxyPreset.IncludeDarkMatter","Include Dark Matter","PROPERTY",""
"GalaxyPreset.NumberOfParticles","Particle Count","PROPERTY",""
"GalaxyPreset.NumberDMParticles","Dark Matter Particles","PROPERTY",""
"GalaxyPreset.RelativeSize","Relative Size","PROPERTY",""
"GalaxyPreset.GalaxyType","Galaxy Type","PROPERTY",""
"GalaxyPreset.SpiralArms","Spiral Arms","PROPERTY",""
"GalaxyPreset.ArmAngle","Spiral Arm Angle","PROPERTY",""
"GalaxyPreset.NumOfGalaxies","Galaxy Count","PROPERTY",""
"GalaxyPreset.RandomOrientation","Random Orientation","PROPERTY",""
"GridPreset.ObjType","Body Type","PROPERTY",""
"GridPreset.Seed","Random Seed","PROPERTY",""
"GridPreset.MassMin","Mass Low","PROPERTY",""
"GridPreset.MassMax","Mass High","PROPERTY",""
"GridPreset.DensityMin","Density Low","PROPERTY",""
"GridPreset.DensityMax","Density High","PROPERTY",""
"GridPreset.TempMin","Temperature Low","PROPERTY",""
"GridPreset.TempMax","Temperature High","PROPERTY",""
"GridPreset.Gravity","Gravity","PROPERTY",""
"GridPreset.AllMaterials","Four Materials","PROPERTY",""
"GridPreset.LogMass","Mass Logarithmic","PROPERTY",""
"GridPreset.LogTemp","Temperature Logarithmic","PROPERTY",""
"GridPreset.LogDensity","Density Logarithmic","PROPERTY",""
"GridPreset.ResetCamera","Reset Camera","PROPERTY",""
"RandomSystemChildGroup.ExplosionAutoVelocity","Auto Explosion Velocity","PROPERTY",""
"RandomSystemChildGroup.ExplosionVelocity","Explosion Velocity","PROPERTY",""
"RandomSystemChildGroup.GridResolution","Resolution","PROPERTY",""
"RandomSystemChildGroup.MaxInclination","Max Random Inclination of Planets","PROPERTY",""
"RandomSystemChildGroup.MinDistanceByParentRadius","Min Planet Distance By Parent Radius","PROPERTY",""
"RandomSystemChildGroup.MaxDistanceByParentRadius","Max Planet Distance By Parent Radius","PROPERTY",""
"RandomSystemPreset.Seed","Random Seed","PROPERTY",""
"RandomSystemPreset.RandomizeSeed","Randomize Seed","PROPERTY",""
"RandomSystemPreset.CenterBody","Center Body","PROPERTY",""
"RandomSystemPreset.MaxInclination","Max Random Inclination of Planets","PROPERTY",""
"RandomSystemPreset.MinPlanetDistanceByStarRadius","Min Planet Distance By Star Radius","PROPERTY",""
"RandomSystemPreset.MaxPlanetDistanceByStarRadius","Max Planet Distance By Star Radius","PROPERTY",""
"RandomSystemPreset.VelocityUp","Upward Velocity","PROPERTY",""
"RandomSystemPreset.ResetCamera","Reset Camera","PROPERTY",""
"RandomSystemPreset.ShowTrails","Show Trails","PROPERTY",""
"RingPreset.ColorMode","Color Mode","PROPERTY",""
"RingPreset.Color","Color","PROPERTY",""
"RingPreset.RingTexture","Ring Texture","PROPERTY",""
"RingPreset.Material","Material","PROPERTY",""
"RingPreset.TextureColorThreshold","Texture Color Threshold","PROPERTY",""
"SimulationPreset.MergeWithExistingSim","Merge with Existing Sim","PROPERTY",""
"SimulationPreset.OpenTutorialOnLoad","Open this tutorial on load","PROPERTY",""
"SimulationPreset.StartDate","Start Date","PROPERTY",""
"UserSimulationPreset.StartDate","Start Date","PROPERTY",""
"SolarSystemPreset.InitDate","Date","PROPERTY",""
"SolarSystemPreset.AsteroidsAndDwarfs","Include Asteroids & Dwarfs","PROPERTY",""
"SolarSystemPreset.MoonOptions","Include Moons","PROPERTY",""
"SolarSystemPreset.RingOptions","Include Rings","PROPERTY",""
"SolarSystemPreset.ResetCamera","Reset Camera","PROPERTY",""
"SolarSystemPreset.TimeStepMode","Time Step Mode","PROPERTY",""
"Budget.MaxAttracting","Max Attracting","PROPERTY",""
"Budget.MaxNonAttracting","Max Non-Attracting","PROPERTY",""
"Budget.Reduction","Reduction","PROPERTY",""
"Budget.ReductionPercent","Reduction","PROPERTY",""
"BudgetContext.RingsAndBelts","Everything else","PROPERTY",""
"BudgetContext.CollisionFragmentation","Collision","PROPERTY",""
"BudgetContext.RocheFragmentation","Roche","PROPERTY",""
"BudgetContext.ExplosionFragmentation","Explosion","PROPERTY",""
"BudgetContext.FrictionFragmentation","Friction","PROPERTY",""
"BudgetContext.VolatileFragmentation","Volatiles","PROPERTY",""
"FPSCounter.AverageOverSeconds","Average FPS over x seconds","PROPERTY",""
"OrbitalElementsSimpleStruct.SemiMajorAxis","Semi Major Axis","PROPERTY",""
"OrbitalElementsSimpleStruct.Eccentricity","Eccentricity","PROPERTY",""
"OrbitalElementsSimpleStruct.Inclination","Inclination","PROPERTY",""
"OrbitalElementsSimpleStruct.ArgOfPerigee","Arg Of Perigee","PROPERTY",""
"OrbitalElementsSimpleStruct.RightAscOfAscNode","Right Asc Of Asc Node","PROPERTY",""
"OrbitalElementsSimpleStruct.MeanAnomaly","Mean Anomaly","PROPERTY",""
"OrbitalElementsStruct.SemiMajorAxis","Semi Major Axis","PROPERTY",""
"OrbitalElementsStruct.Eccentricity","Eccentricity","PROPERTY",""
"OrbitalElementsStruct.Inclination","Inclination","PROPERTY",""
"OrbitalElementsStruct.ArgOfPerigee","Arg Of Perigee","PROPERTY",""
"OrbitalElementsStruct.RightAscOfAscNode","Right Asc Of Asc Node","PROPERTY",""
"OrbitalElementsStruct.MeanAnomaly","Mean Anomaly","PROPERTY",""
"OrbitalElementsStruct.PeriapsisDist","Periapsis Dist","PROPERTY",""
"OrbitalElementsStruct.ApoapsisDist","Apoapsis Dist","PROPERTY",""
"OrbitalElementsStruct.OrbitalPeriod","Orbital Period","PROPERTY",""
"RocketSimpleStruct.FuelMass","Fuel Mass","PROPERTY",""
"RocketSimpleStruct.RocketMass","Rocket Mass","PROPERTY",""
"RocketSimpleStruct.Inclination","Inclination","PROPERTY",""
"RocketSimpleStruct.DragCoefficient","Drag Coefficient","PROPERTY",""
"RocketSimpleStruct.RhoAirDensity","Air Density","PROPERTY",""
"RocketSimpleStruct.RocketArea","Rocket Area","PROPERTY",""
"RocketSimpleStruct.LaunchRodLength","Launch Rod Length","PROPERTY",""
"RocketSimpleStruct.EngineThrust","Engine Thrust","PROPERTY",""
"RocketSimpleStruct.FuelBurnRate","Fuel Burn Rate","PROPERTY",""
"RocketStruct.Name","Name","PROPERTY",""
"RocketStruct.FuelMass","Fuel Mass","PROPERTY",""
"RocketStruct.FuelBurnRate","Fuel Burn Rate","PROPERTY",""
"RocketStruct.RocketRadius","Rocket Radius","PROPERTY",""
"RocketStruct.RocketMass","Rocket Mass","PROPERTY",""
"RocketStruct.CurrentMass","Current Mass","PROPERTY",""
"RocketStruct.TimePassed","Time since launch","PROPERTY",""
"RocketStruct.Inclination","Inclination","PROPERTY",""
"RocketStruct.DragCoefficient","Drag Coefficient","PROPERTY",""
"RocketStruct.RhoAirDensity","Air Density","PROPERTY",""
"RocketStruct.RocketArea","Rocket Area","PROPERTY",""
"RocketStruct.LaunchRodLength","Launch Rod Length","PROPERTY",""
"RocketStruct.EngineThrust","Engine Thrust","PROPERTY",""
"RocketStruct.SpecificImpulse","Specific Impulse","PROPERTY",""
"RocketStruct.MassLoss","Rate of fuel Mass Loss","PROPERTY",""
"RocketStruct.Stages","Rocket Stages","PROPERTY",""
"RocketStruct.StageMass","Rocket Stage Masses","PROPERTY",""
"RocketStruct.StageTime","Rocket Stage Time","PROPERTY",""
"RocketStruct.Distance","Rocket Distance Traveled","PROPERTY",""
"RocketStruct.Velocity","Rocket Velocity","PROPERTY",""
"Tweakables.DebugExplosionSpheres","Explosion Boundaries","PROPERTY",""
"Tweakables.DebugSingleSelectComplexParticles","Select single Galaxy / Supernova particles","PROPERTY",""
"Tweakables.DebugShowUntranslated","Show tokens with no translation (#!#)","PROPERTY",""
"TouchScreenGestures.IsFramerateIndependent","Framerate Independent Touch","PROPERTY",""
"NBodyComponent.GravityGroup","ID of the gravitational group to which this body belongs","PROPERTY",""
"NBodyComponent.RocheLobeRadius","Roche Lobe Radius","PROPERTY",""
"NBodyComponent.TidalStressDirection","Tidal Stress Direction","PROPERTY",""
"NBodyComponent.TidalStressMagnitude","Tidal Stress Magnitude","PROPERTY",""
"NBodyComponent.TidalHeatingEffect","Tidal Heating Effect","PROPERTY",""
"NBodyComponent.TidalHeatingEffectPerMass","Tidal Heating per Mass","PROPERTY",""
"TransformComponent.DistanceToCamera","Distance to You","PROPERTY",""
"VRLaser.Power","Power of Laser","PROPERTY",""
"VRLaser.Wavelength","Wavelength of Laser","PROPERTY",""
"VROptions.ScreenshotFOV","Screenshot Field of View","PROPERTY",""
"VROptions.EnableCameraSmoothing","Enable Camera Smoothing","PROPERTY",""
"VROptions.ObserverFOV","Field of View","PROPERTY",""
"VROptions.CameraSmoothingValue","Camera Smoothing Amount","PROPERTY",""
"VROptions.FocusSimCenterOnStart","Focus Simulation on Start","PROPERTY",""
"VROptions.EnableHaptics","Enable Haptics","PROPERTY",""
"VROptions.EnableVRExperience","Always Run VR Experience","PROPERTY",""
"VROptions.AutoGraphics","Auto Graphics Mode","PROPERTY",""
"VROptions.EnableSeatedMode","Seated Mode","PROPERTY",""
"VROptions.GameViewQuality","View Quality","PROPERTY",""
"VROptions.AutoHideGUI","Auto-hide GUI","PROPERTY",""
"VROptions.DisableGUITimeoutSecs","Auto-hide Delay","PROPERTY",""
"VROptions.OculusAimAngle","Oculus Touch Aim Angle","PROPERTY",""
"VROptions.ViveAimAngle","HTC Vive Aim Angle","PROPERTY",""
"PageBarycenter.TotalMass","Total Mass","PROPERTY",""
"PageBarycenter.TotalVelocity","Total Velocity","PROPERTY",""
"PageBasicParticle.Mass","Mass","PROPERTY",""
"ProfilerProxy.DataGraph","Simulation Profiling Graphs","PROPERTY",""
"PageScreenshot.AspectW","Aspect Ratio Width","PROPERTY",""
"PageScreenshot.AspectH","Aspect Ratio Height","PROPERTY",""
"PageTimeControls.IsEnabled","Enabled","PROPERTY",""
"PageTimeSettings.TimeZone","Time Zone","PROPERTY",""
"PageVideoCapture.Resolution","Resolution","PROPERTY",""
"PageVideoCapture.GIFDesiredFPS","Frames Per Second","PROPERTY",""
"UICanvasScaler.AutoScale","Auto User Interface Scale","PROPERTY",""
"Climate.CarbonDioxidePPMV_TOOLTIP","Simulate Effect of Greenhouse Gases","TOOLTIP",""
"Climate.CarbonDioxideGigaton_TOOLTIP","Simulate Effect of GHGs","TOOLTIP",""
"Body.Attractor_TOOLTIP","The body that is exerting the most gravitational force on this body","TOOLTIP",""
"Body.OrbitParent_TOOLTIP","The body that this body orbits","TOOLTIP",""
"Body.Age_TOOLTIP","How long the body has existed in the simulation (accounts for age in the universe if known object)","TOOLTIP",""
"Body.SurfaceGravity_TOOLTIP","The gravitational acceleration experienced at the surface","TOOLTIP",""
"Body.RotationSpeedAtEquator_TOOLTIP","Rotation speed at equator","TOOLTIP",""
"Body.RadialVelocity_TOOLTIP","Speed of selected body toward or away from the camera","TOOLTIP",""
"Body.NormalizedLightCurve_TOOLTIP","Fraction of star light reaching the camera","TOOLTIP",""
"Body.CameraInclination_TOOLTIP","Angle between plane and camera position","TOOLTIP",""
"Body.CameraAzimuth_TOOLTIP","Camera rotation angle","TOOLTIP",""
"Body.RotationPeriod_TOOLTIP","Amount of time it takes for this body to spin once","TOOLTIP",""
"Body.Density_TOOLTIP","The amount of mass per volume","TOOLTIP",""
"Body.Radius_TOOLTIP","The distance from the center of the body to its equator","TOOLTIP",""
"Body.RocheLobeRadius_TOOLTIP","The radius of the sphere with same volume as the bodys roche lobe","TOOLTIP",""
"Body.TidalStressDirection_TOOLTIP","Measure of the directional scale of the relative tidal stress on the body","TOOLTIP",""
"Body.TidalStressMagnitude_TOOLTIP","Measure of the magnitude of the relative tidal stress on the body","TOOLTIP",""
"Body.TidalHeatingEffect_TOOLTIP","Tidal heating from dynamic tidal forces","TOOLTIP",""
"Body.TidalHeatingEffectPerMass_TOOLTIP","Tidal heating from dynamic tidal forces per unit of mass","TOOLTIP",""
"Body.Mass_TOOLTIP","The amount of matter in the body","TOOLTIP",""
"Body.DistanceToHost_TOOLTIP","Distance to strongest attractor","TOOLTIP",""
"Body.DistanceToOrbitalParent_TOOLTIP","Distance from child surface to orbital parent","TOOLTIP",""
"Body.VelocityLength_TOOLTIP","The rate at which the body is moving through space","TOOLTIP",""
"Body.VelocityRelativeLength_TOOLTIP","Velocity relative to strongest attractor","TOOLTIP",""
"Body.EscapeVelocityFromSurface_TOOLTIP","The minimum velocity needed for escaping the body gravitational attraction without further propulsion","TOOLTIP",""
"AppearanceComponent.ScaleMag_TOOLTIP","Balance between solar wind and planet's protective magnetic field","TOOLTIP",""
"AppearanceComponent.ShowMagneticField_TOOLTIP","Planet's protective magnetic sheath","TOOLTIP",""
"AppearanceComponent.ShowMagAxis_TOOLTIP","Show magnetic pole axis","TOOLTIP",""
"Celestial.Luminosity_TOOLTIP","Total energy release every second","TOOLTIP",""
"Celestial.SurfaceTemperature_TOOLTIP","Surface temperature of the body","TOOLTIP",""
"Celestial.VisualTemperature_TOOLTIP","Global temperature of the body","TOOLTIP",""
"Celestial.TidalPower_TOOLTIP","Amount of energy per second from tidal heating","TOOLTIP",""
"Celestial.GreenhouseEffect_TOOLTIP","How much warmer the body is because of its atmosphere","TOOLTIP",""
"Celestial.EffectiveTemperature_TOOLTIP","Temperature of the body, calculated from all heating sources","TOOLTIP",""
"Celestial.AtmosphereMass_TOOLTIP","Total mass of the body's atmosphere","TOOLTIP",""
"Celestial.SurfacePressure_TOOLTIP","The atmospheric pressure at the surface","TOOLTIP",""
"Celestial.EarthSimilarityIndex_TOOLTIP","Earth Similarity Index | A measure of how physically similar a planetary-mass body is to Earth","TOOLTIP",""
"Celestial.LifeLikelihood_TOOLTIP","Life Likelihood Index | Speculative comparison to Earth properties necessary for life as we know it","TOOLTIP",""
"Celestial.Albedo_TOOLTIP","Reflectivity of the body from 0 (absorbs all) to 1 (reflects all)","TOOLTIP",""
"Celestial.RadiusTuningFactor_TOOLTIP","Corrective value to compensate for the simplistic composition model","TOOLTIP",""
"Celestial.LightPower_TOOLTIP","Amount of energy per second absorbed from radiative sources","TOOLTIP",""
"Celestial.MagneticField_TOOLTIP","Body's magnetic field","TOOLTIP",""
"Celestial.MagPoleAngle_TOOLTIP","Angle between rotation axis and magnetic pole","TOOLTIP",""
"Celestial.MassLoss_TOOLTIP","Rate of mass loss from heating and solar winds","TOOLTIP",""
"Celestial.MassLossTotal_TOOLTIP","Total amount of mass lost from heating and solar winds","TOOLTIP",""
"Celestial.Realistic_TOOLTIP","Turn on Stellar Evolution for this Star","TOOLTIP",""
"ClimateComponent.Enabled_TOOLTIP","Turn on temperature calculations based on latitude","TOOLTIP",""
"ClimateComponent.TimeStepLimitEnabled_TOOLTIP","Turn off Climate when it can't keep up with simulation's time step","TOOLTIP",""
"ClimateComponent.CarbonDioxidePPMV_TOOLTIP","Amount of carbon dioxide equivalent in the atmosphere, expressed as parts per million by volume (ppmv), percentage of the atmosphere (%), or relative to the 2010 or pre-industrial amount","TOOLTIP",""
"ClimateComponent.CarbonDioxideGigaton_TOOLTIP","Amount of carbon dioxide equivalent in the atmosphere, expressed as gigatonnes of carbon (Gt C), gigatonnes of carbon dioxide (Gt CO2), or kilograms of carbon (kg C)","TOOLTIP",""
"ClimateComponent.UseClimateScenario_TOOLTIP","Turn on a Representative Concentration Pathway (RCP) scenario that sets carbon dioxide emission rates","TOOLTIP",""
"ClimateComponent.IncrementCO2_TOOLTIP","Add or remove carbon dioxide at a constant rate","TOOLTIP",""
"ClimateComponent.EmissionRateCO2_TOOLTIP","Set a constant rate of carbon dioxide emission over time","TOOLTIP",""
"ClimateComponent.DepositionRateCO2_TOOLTIP","Set a constant rate of carbon dioxide removal over time","TOOLTIP",""
"OrbitalElements.GetPeriapsisDist_TOOLTIP","Distance of closest approach","TOOLTIP",""
"OrbitalElements.GetApoapsisDist_TOOLTIP","Distance of furthest approach","TOOLTIP",""
"OrbitalElements.Obliquity_TOOLTIP","Angle between rotation axis and orbital plane","TOOLTIP",""
"OrbitalElements.ArgumentOfObliquity_TOOLTIP","Defines where in the orbit the rotation axis points","TOOLTIP",""
"OrbitalElements.SemiMajorAxis_TOOLTIP","The typical distance from the orbital parent body | a","TOOLTIP",""
"OrbitalElements.Eccentricity_TOOLTIP","How circular (0) to not circular (1) the orbit is | e","TOOLTIP",""
"OrbitalElements.Inclination_TOOLTIP","Angle between the orbital plane and a reference plane | i","TOOLTIP",""
"OrbitalElements.ArgOfPerigee_TOOLTIP","Describes the orientation of the orbital plane - where the closest approach point is | ω","TOOLTIP",""
"OrbitalElements.RightAscOfAscNode_TOOLTIP","Where the orbit passes upward through the reference frame | Ω","TOOLTIP",""
"OrbitalElements.MeanAnomaly_TOOLTIP","Where in the orbit the body currently is | M","TOOLTIP",""
"OrbitalElements.LongitudeOfPeriapsis_TOOLTIP","Defined relative to the vernal equinox","TOOLTIP",""
"OrbitalElements.OrbitalPeriod_TOOLTIP","Amount of time it takes for the body to orbit its parent","TOOLTIP",""
"ParticleComponent.Temperature_TOOLTIP","Surface temperature of the body","TOOLTIP",""
"DispenserTool.LaunchVelocity_TOOLTIP","Particle velocity","TOOLTIP",""
"DispenserTool.MassPerParticle_TOOLTIP","Mass of each particle","TOOLTIP",""
"DispenserTool.ParticlesPerSecond_TOOLTIP","Number of particles dispensed per second","TOOLTIP",""
"DispenserTool.Spread_TOOLTIP","Angle in which particles are dispensed","TOOLTIP",""
"ExplodeTool.ExplosionVelocity_TOOLTIP","Velocity of fragments leaving the explosion","TOOLTIP",""
"ExplodeTool.ExplosionEnergy_TOOLTIP","Amount of energy released in the explosion","TOOLTIP",""
"ExplodeTool.EnergyAuto_TOOLTIP","Automatically set explosion energy equal to 90% of the body's escape velocity","TOOLTIP",""
"FireworksTool.SecondaryShellCount_TOOLTIP","Number of fragments when firework explodes","TOOLTIP",""
"FireworksTool.LaunchVelocity_TOOLTIP","Firework's speed","TOOLTIP",""
"FireworksTool.LaunchVelocityAuto_TOOLTIP","Automatically set correct escape velocity for firework","TOOLTIP",""
"FireworksTool.LaunchLocation_TOOLTIP","Where on the body the firework is launched from","TOOLTIP",""
"ForceTool.MaxRange_TOOLTIP","Maximum range of the applied force","TOOLTIP",""
"ForceTool.MinRange_TOOLTIP","Minimum range of the applied force","TOOLTIP",""
"ForceTool.InnerAngle_TOOLTIP","Inner angle of the cone-shaped applied force","TOOLTIP",""
"ForceTool.OuterAngle_TOOLTIP","Outer angle of the cone-shaped applied force","TOOLTIP",""
"ForceTool.Mass_TOOLTIP","Force strength equivalent to the gravitational force of a mass placed at the camera's position. A negative mass value will apply a repulsive force.","TOOLTIP",""
"LaserTool.Power_TOOLTIP","Optical power of laser","TOOLTIP",""
"LaserTool.LaserName_TOOLTIP","Laser type based on the chosen wavelength","TOOLTIP",""
"LaserTool.NonDestructive_TOOLTIP","Use the laser as a pointer","TOOLTIP",""
"PulseTool.PulseVelocity_TOOLTIP","Particle velocity","TOOLTIP",""
"PulseTool.PulseParticleCount_TOOLTIP","Number of particles launched","TOOLTIP",""
"PulseTool.PulseShape_TOOLTIP","Launch particles in a ring or a sphere (ring will be aligned to the reference plane defined below)","TOOLTIP",""
"PulseTool.PulsePlaneAlignment_TOOLTIP","Align the ring pulse to the unverse reference plane or the selected body's reference plane","TOOLTIP",""
"AddBodyTool.BalanceMotion_TOOLTIP","Adjust velocity of companion body so binary system's momentum is 0","TOOLTIP",""
"Options.PauseOnLoad_TOOLTIP","If checked, simulations will be paused upon opening","TOOLTIP",""
"Options.AntialiasingMode_TOOLTIP","Smooths rough pixel edges. Lower or turn off for better performance.","TOOLTIP",""
"Options.Decals_TOOLTIP","If enabled, collisions will create 2D craters on objects","TOOLTIP",""
"Options.DisplacementMapping_TOOLTIP","If enabled, collisions will create 3D craters","TOOLTIP",""
"Options.DisplacementAmount_TOOLTIP","Sets displacement depth for impact marks.","TOOLTIP",""
"Options.Fullscreen_TOOLTIP","Toggles Fullscreen","TOOLTIP",""
"Options.FullscreenDisplay_TOOLTIP","For systems with multiple monitors/displays","TOOLTIP",""
"Options.Glows_TOOLTIP","Global setting. If enabled, stars and heated surfaces will glow. Toggle in View Settings to affect only the current simulation.","TOOLTIP",""
"Options.MaxAttracting_TOOLTIP","The maximum amount of objects which are simulated as gravitational attractors. A lower value can increase performance.","TOOLTIP",""
"Options.MaxDecals_TOOLTIP","Maximum amount of impact marks shown on objects. Decrease for better performance.","TOOLTIP",""
"Options.MaxNonAttracting_TOOLTIP","The maximum amount of particles which do not gravitationally affect other objects. These impact performance less than attracting bodies.","TOOLTIP",""
"Options.MinimalRocheFactorForTidalHeating_TOOLTIP","The minimal roche limit factor for which tidal heating is enabled.","TOOLTIP",""
"Options.QualityPreset_TOOLTIP","Graphics presets for low, mid, and high-end hardware. Select Auto to detect best settings for your hardware.","TOOLTIP",""
"Options.RocheLimitPowerScalar_TOOLTIP","The power to raise the roche limit to when using it to calculate rate of temperature due to tidal heating.","TOOLTIP",""
